date,symbol,close,volume,pvvr
2024-04-30,ACLBSL,800.0,8514.0,0.6262591816241742
2024-05-02,ACLBSL,837.0,13546.0,0.5046345836892262
2024-05-05,ACLBSL,820.0,26761.0,0.6037328822336412
2024-05-06,ACLBSL,813.5,10816.0,0.48804265427962706
2024-05-07,ACLBSL,867.0,12850.0,0.42548281348265027
2024-05-08,ACLBSL,902.7,21090.0,0.3454042837431636
2024-05-09,ACLBSL,916.6,14299.0,0.27549710667028854
2024-05-12,ACLBSL,896.0,21320.0,0.26182612919498466
2024-05-13,ACLBSL,866.0,47974.0,0.31593571562076755
2024-05-14,ACLBSL,874.1,19823.0,0.28245845284860815
2024-05-15,ACLBSL,900.0,26123.0,0.2800097672043653
2024-05-16,ACLBSL,945.0,37972.0,0.28755905660626485
2024-05-19,ACLBSL,935.6,17960.0,0.2582218574163294
2024-05-20,ACLBSL,905.0,12686.0,0.30358923617151884
2024-05-21,ACLBSL,946.0,25058.0,0.29420148561849685
2024-05-22,ACLBSL,930.0,8162.0,0.3026526665297428
2024-05-26,ACLBSL,915.5,10378.0,0.3758140871706031
2024-05-27,ACLBSL,936.0,8904.0,0.5292785822196646
2024-05-29,ACLBSL,926.0,10140.0,0.5285257241377509
2024-05-30,ACLBSL,911.0,7719.0,0.5441076817016545
2024-06-02,ACLBSL,917.0,4824.0,0.57455651938042
2024-06-03,ACLBSL,943.0,9296.0,0.6116164435331163
2024-06-04,ACLBSL,960.0,20895.0,0.536990839650568
2024-06-05,ACLBSL,990.0,32007.0,0.5702835503596602
2024-06-06,ACLBSL,1010.0,22232.0,0.44787884955372853
2024-06-09,ACLBSL,974.0,12926.0,0.3671520682868089
2024-06-10,ACLBSL,992.0,13203.0,0.35481531953222345
2024-06-11,ACLBSL,1015.0,9997.0,0.3314085903161417
2024-06-12,ACLBSL,1030.0,13866.0,0.2565209550873895
2024-06-13,ACLBSL,1022.0,8814.0,0.23512617007051648
2024-06-16,ACLBSL,1000.0,5756.0,0.26862944594579624
2024-06-18,ACLBSL,986.0,5844.0,0.28190040413665035
2024-06-19,ACLBSL,975.0,4784.0,0.32475417153454367
2024-06-20,ACLBSL,970.0,4418.0,0.3847471483141897
2024-06-23,ACLBSL,955.0,7738.0,0.45850818682692085
2024-06-24,ACLBSL,1016.0,23312.0,0.5594045935157071
2024-06-25,ACLBSL,1048.5,28885.0,0.5625723719069327
2024-06-26,ACLBSL,1080.0,42048.0,0.4956509399905387
2024-06-27,ACLBSL,1057.9,13028.0,0.4723917690629081
2024-06-30,ACLBSL,1050.0,10882.0,0.43467688454330267
2024-07-01,ACLBSL,1060.0,7539.0,0.425152989884299
2024-07-02,ACLBSL,1099.9,27455.0,0.3778393727256066
2024-07-03,ACLBSL,1119.0,18672.0,0.32564949227963125
2024-07-04,ACLBSL,1201.0,23184.0,0.2847252477664366
2024-07-07,ACLBSL,1206.0,26472.0,0.21198878007675082
2024-07-08,ACLBSL,1224.0,19917.0,0.17552233567102296
2024-07-09,ACLBSL,1256.0,18842.0,0.1521402944403613
2024-07-10,ACLBSL,1216.0,17816.0,0.1476992724415643
2024-07-11,ACLBSL,1192.5,17703.0,0.1516928012782989
2024-07-14,ACLBSL,1245.0,20008.0,0.15335037223841397
2024-07-15,ACLBSL,1230.0,20085.0,0.15066294721504098
2024-07-16,ACLBSL,1289.0,23615.0,0.11100841432878666
2024-07-17,ACLBSL,1415.0,27969.0,0.11406652986183166
2024-07-18,ACLBSL,1400.0,29077.0,0.10182750017325051
2024-07-21,ACLBSL,1396.0,15203.0,0.07917634880444037
2024-07-22,ACLBSL,1365.0,16122.0,0.08459401211410264
2024-07-23,ACLBSL,1320.9,21663.0,0.09734360515945148
2024-07-24,ACLBSL,1442.0,21169.0,0.0962776405508873
2024-07-25,ACLBSL,1390.0,26159.0,0.10501363529842675
2024-07-28,ACLBSL,1360.6,15097.0,0.1204817512961225
2024-07-29,ACLBSL,1247.0,23308.0,0.13310821023328057
2024-07-30,ACLBSL,1284.0,19338.0,0.13779206275309064
2024-07-31,ACLBSL,1250.0,12988.0,0.16934232743968403
2024-08-01,ACLBSL,1224.0,16822.0,0.1641549746347604
2024-08-05,ACLBSL,1193.0,18032.0,0.16137560117310218
2024-08-06,ACLBSL,1200.0,15826.0,0.14373986674718936
2024-08-07,ACLBSL,1294.0,15271.0,0.13825071731995686
2024-08-08,ACLBSL,1230.2,10751.0,0.1456448792064949
2024-08-11,ACLBSL,1270.0,14328.0,0.16514202639160058
2024-08-12,ACLBSL,1250.0,14944.0,0.1707133544656831
2024-08-13,ACLBSL,1269.0,21374.0,0.1658854510259205
2024-08-14,ACLBSL,1225.0,4480.0,0.25625231890560646
2024-08-15,ACLBSL,1189.9,15602.0,0.27174779462919724
2024-08-18,ACLBSL,1145.1,13029.0,0.3147414675599482
2024-08-21,ACLBSL,1109.6,13020.0,0.19827071903200547
2024-08-22,ACLBSL,1130.0,13447.0,0.1785769521440159
2024-08-25,ACLBSL,1170.1,14424.0,0.1785805052191707
2024-08-27,ACLBSL,1170.0,10522.0,0.1760283175252039
2024-08-28,ACLBSL,1144.9,5482.0,0.197996019522892
2024-08-29,ACLBSL,1138.0,7154.0,0.20864853936791297
2024-09-01,ACLBSL,1081.0,11424.0,0.19379497632919337
2024-09-02,ACLBSL,1134.2,7886.0,0.2005966380248965
2024-09-03,ACLBSL,1116.0,3903.0,0.24342949254937654
2024-09-04,ACLBSL,1095.0,8224.0,0.269120786681072
2024-09-05,ACLBSL,1115.0,9512.0,0.300194525578769
2024-09-08,ACLBSL,1143.0,12485.0,0.3251282994068787
2024-09-09,ACLBSL,1104.0,5094.0,0.39527355262919317
2024-09-10,ACLBSL,1081.0,5292.0,0.3692232386539413
2024-09-11,ACLBSL,1077.1,4988.0,0.33072794160414065
2024-09-12,ACLBSL,1089.0,5989.0,0.3095674119447076
2024-09-15,ACLBSL,1066.0,5008.0,0.2792114453339628
2024-09-16,ACLBSL,1031.1,6402.0,0.28701365087858177
2024-09-18,ACLBSL,1011.0,3796.0,0.25956442627949977
2024-09-22,ACLBSL,1018.2,2592.0,0.2810567897503979
2024-09-23,ACLBSL,988.1,4591.0,0.21273462780347904
2024-09-24,ACLBSL,982.0,3868.0,0.18108382266518516
2024-09-25,ACLBSL,999.0,3890.0,0.17807503377483647
2024-09-26,ACLBSL,999.0,3400.0,0.17078569309980277
2024-09-29,ACLBSL,985.0,4249.0,0.16415566970975734
2024-09-30,ACLBSL,1000.0,1255.0,0.12590972491765004
2024-10-01,ACLBSL,1030.0,4519.0,0.1382627864329223
2024-10-02,ACLBSL,1011.0,5324.0,0.14953580342530662
2024-10-06,ACLBSL,1037.5,2047.0,0.20784977113061268
2024-10-07,ACLBSL,1046.0,2281.0,0.26539779374758843
2024-10-08,ACLBSL,1039.7,1081.0,0.33856247483168733
2024-10-09,ACLBSL,1040.1,716.0,0.3012240201039046
2024-10-15,ACLBSL,1052.9,259.0,0.31875579117568487
2024-10-16,ACLBSL,1080.0,5744.0,0.2955841879127608
2024-10-17,ACLBSL,1079.0,1765.0,0.25127292600165896
2024-10-20,ACLBSL,1045.0,2758.0,0.31884785191840376
2024-10-21,ACLBSL,1028.0,1129.0,0.3661772632333107
2024-10-22,ACLBSL,1035.0,904.0,0.44439039458902385
2024-10-23,ACLBSL,1035.0,779.0,0.5505615004477038
2024-10-24,ACLBSL,1033.8,1089.0,0.6063095189697204
2024-10-27,ACLBSL,1015.5,1354.0,0.5575489495043124
2024-10-28,ACLBSL,1016.0,1775.0,0.48004263684100784
2024-10-29,ACLBSL,1042.9,2508.0,0.47817095748957933
2024-10-30,ACLBSL,1048.0,1339.0,0.48381305295899063
2024-11-05,ACLBSL,1034.2,1733.0,0.48644538471099297
2024-11-06,ACLBSL,1056.0,1533.0,0.5104621721935902
2024-11-10,ACLBSL,1067.0,4425.0,0.44517303414279985
2024-11-11,ACLBSL,1131.5,17280.0,0.7826320139894888
2024-11-12,ACLBSL,1131.0,5453.0,0.5901081719477568
2024-11-13,ACLBSL,1125.0,4379.0,0.4399807185546171
2024-11-14,ACLBSL,1120.0,6913.0,0.35187023867754375
2024-11-17,ACLBSL,1154.0,9296.0,0.32181778456736826
2024-11-19,ACLBSL,1127.0,6871.0,0.31957888360858766
2024-11-20,ACLBSL,1130.0,3784.0,0.30182298297866766
2024-11-21,ACLBSL,1138.0,6369.0,0.2765436362212392
2024-11-24,ACLBSL,1129.9,3138.0,0.3085549569172645
2024-11-25,ACLBSL,1116.0,1180.0,0.33074895059812665
2024-11-26,ACLBSL,1140.0,1607.0,0.38884141058614613
2024-11-27,ACLBSL,1140.0,3049.0,0.4584140699814192
2024-11-28,ACLBSL,1131.0,3696.0,0.5670054809572624
2024-12-01,ACLBSL,1125.0,2283.0,1.2032136201532424
2024-12-02,ACLBSL,1130.0,8250.0,0.594065315772295
2024-12-03,ACLBSL,1129.0,2438.0,0.6387367635892656
2024-12-04,ACLBSL,1124.0,2587.0,0.6624547732077225
2024-12-05,ACLBSL,1103.1,2414.0,0.6247079273797229
2024-12-08,ACLBSL,1070.0,3583.0,0.36404755605742106
2024-12-09,ACLBSL,1071.9,2220.0,0.24571009049690334
2024-12-10,ACLBSL,1061.0,2206.0,0.22567716828921167
2024-12-11,ACLBSL,1067.0,1908.0,0.20595902681834619
2024-12-12,ACLBSL,1030.0,6640.0,0.21803253080382648
2024-12-16,ACLBSL,1002.0,1965.0,0.18138386415527624
2024-12-17,ACLBSL,1000.0,1370.0,0.14728672927859193
2024-12-18,ACLBSL,1010.0,3861.0,0.15090153298556233
2024-12-19,ACLBSL,1010.0,1209.0,0.15650448612647397
2024-12-22,ACLBSL,1000.0,2674.0,0.15829458455333226
2024-12-23,ACLBSL,1000.0,2203.0,0.12665782900529657
2024-12-24,ACLBSL,1014.9,4298.0,0.1548741644227274
2024-12-26,ACLBSL,1026.0,2188.0,0.19841533826806057
2024-12-29,ACLBSL,1022.0,3436.0,0.21710604594068147
2024-01-01,ADBL,248.9,33313.0,
2024-01-02,ADBL,248.5,34706.0,
2024-01-03,ADBL,246.9,17254.0,
2024-01-04,ADBL,245.0,30433.0,
2024-01-07,ADBL,243.4,39659.0,
2024-01-08,ADBL,243.7,15763.0,
2024-01-09,ADBL,245.1,29582.0,
2024-01-10,ADBL,245.0,31999.0,
2024-01-11,ADBL,245.0,13027.0,
2024-01-14,ADBL,245.9,25759.0,
2024-01-16,ADBL,246.8,43763.0,
2024-01-17,ADBL,247.0,76378.0,
2024-01-18,ADBL,247.0,29336.0,
2024-01-21,ADBL,243.9,48190.0,
2024-01-22,ADBL,244.0,45887.0,0.27488541342938067
2024-01-23,ADBL,245.2,21982.0,0.36980989044568796
2024-01-24,ADBL,245.5,25650.0,0.34092620443291616
2024-01-25,ADBL,245.1,35252.0,0.2949385408500498
2024-01-28,ADBL,245.0,23496.0,0.2923727675960203
2024-01-29,ADBL,246.5,22283.0,0.3371110523370211
2024-01-30,ADBL,245.5,17528.0,0.3464409053332248
2024-01-31,ADBL,243.2,16597.0,0.3875772842624544
2024-02-01,ADBL,240.5,18935.0,0.304993705051098
2024-02-04,ADBL,240.5,21433.0,0.24255371708335532
2024-02-05,ADBL,242.0,19382.0,0.2641318344096161
2024-02-06,ADBL,240.7,12116.0,0.2097356923149712
2024-02-07,ADBL,241.0,22381.0,0.22427150501971455
2024-02-08,ADBL,242.0,19510.0,0.16438090686593015
2024-02-11,ADBL,236.8,42535.0,0.16406074112766686
2024-02-12,ADBL,238.0,17401.0,0.15864383057914255
2024-02-13,ADBL,231.3,23082.0,0.15665443291868617
2024-02-14,ADBL,233.0,19694.0,0.13874416532998318
2024-02-15,ADBL,236.7,42526.0,0.19744478735350496
2024-02-18,ADBL,230.6,48129.0,0.25328692390398655
2024-02-20,ADBL,230.0,31788.0,0.2344773310033232
2024-02-21,ADBL,230.3,11891.0,0.22672464330992662
2024-02-22,ADBL,229.0,15542.0,0.20993791697877195
2024-02-25,ADBL,227.1,22617.0,0.20845672842096774
2024-02-26,ADBL,228.0,14222.0,0.21755328033059446
2024-02-27,ADBL,227.0,15986.0,0.21215731836911356
2024-02-28,ADBL,228.0,10145.0,0.25833966839311995
2024-02-29,ADBL,225.8,16986.0,0.3218706924797736
2024-03-03,ADBL,224.0,14194.0,0.2908562807665601
2024-03-04,ADBL,237.4,530.0,0.4926206178687757
2024-03-05,ADBL,229.5,22320.0,0.5103035245274619
2024-03-06,ADBL,228.3,22025.0,0.514562231963156
2024-03-07,ADBL,228.1,23094.0,0.5361215644701126
2024-03-10,ADBL,231.0,12089.0,0.3807827148667383
2024-03-12,ADBL,239.7,34642.0,0.3546711829044419
2024-03-13,ADBL,236.0,14493.0,0.34513661159026215
2024-03-14,ADBL,233.5,23461.0,0.3430663534420073
2024-03-17,ADBL,235.0,26682.0,0.3408355052282918
2024-03-18,ADBL,235.0,21615.0,0.32087452966455876
2024-03-19,ADBL,234.4,24816.0,0.31966324925805717
2024-03-20,ADBL,234.5,21729.0,0.2922599492268457
2024-03-21,ADBL,235.0,18890.0,0.30190907704675773
2024-03-25,ADBL,233.5,30270.0,0.36863295653729955
2024-03-26,ADBL,233.5,24395.0,0.17468525248300587
2024-03-27,ADBL,230.1,35243.0,0.16880563743813287
2024-03-28,ADBL,230.0,17792.0,0.17919160439627924
2024-03-31,ADBL,228.4,12071.0,0.21779030716720818
2024-04-01,ADBL,228.0,29683.0,0.15921886017711023
2024-04-02,ADBL,228.0,14167.0,0.11536661005914375
2024-04-03,ADBL,230.0,27641.0,0.09841704620555962
2024-04-04,ADBL,226.2,16873.0,0.10055698021558039
2024-04-07,ADBL,228.0,23508.0,0.1033909123367202
2024-04-09,ADBL,227.5,14615.0,0.11827892823969412
2024-04-10,ADBL,227.0,16651.0,0.12626350836808886
2024-04-14,ADBL,226.1,34920.0,0.1492641843019844
2024-04-15,ADBL,225.0,11054.0,0.18820957933126004
2024-04-16,ADBL,223.6,9690.0,0.2125617771113924
2024-04-18,ADBL,223.4,8650.0,0.2713076185799105
2024-04-21,ADBL,233.0,50829.0,0.3784776355454791
2024-04-22,ADBL,229.4,20603.0,0.4356598173578339
2024-04-24,ADBL,229.5,18242.0,0.3874343748446816
2024-04-25,ADBL,230.0,13249.0,0.3954574295355997
2024-04-28,ADBL,235.5,30349.0,0.3609838712528657
2024-04-29,ADBL,236.2,25653.0,0.2938319429243192
2024-04-30,ADBL,240.0,35982.0,0.2345092880158088
2024-05-02,ADBL,241.0,68990.0,0.24537367362695575
2024-05-05,ADBL,239.0,22003.0,0.2350291883881771
2024-05-06,ADBL,235.5,22081.0,0.253245170849149
2024-05-07,ADBL,237.1,20390.0,0.27191075422185784
2024-05-08,ADBL,233.0,7893.0,0.3254205886839216
2024-05-09,ADBL,239.0,37949.0,0.3699555444272062
2024-05-12,ADBL,239.0,14870.0,0.44132632247130915
2024-05-13,ADBL,245.0,51018.0,0.3468122731318253
2024-05-14,ADBL,245.0,13509.0,0.32211505116262984
2024-05-15,ADBL,244.0,24472.0,0.34410573111512965
2024-05-16,ADBL,241.1,24081.0,0.4135445173382152
2024-05-19,ADBL,254.0,67790.0,0.382353476949607
2024-05-20,ADBL,261.1,147012.0,0.4568361693884705
2024-05-21,ADBL,261.5,38353.0,0.35176359241380384
2024-05-22,ADBL,280.0,168134.0,0.3799563957023382
2024-05-26,ADBL,277.5,93070.0,0.30235940688061724
2024-05-27,ADBL,277.0,63787.0,0.2516252526499849
2024-05-29,ADBL,270.0,55763.0,0.2559285023643619
2024-05-30,ADBL,261.0,30737.0,0.2796061162284894
2024-06-02,ADBL,265.0,36533.0,0.287765911689928
2024-06-03,ADBL,262.0,26425.0,0.31690993646809573
2024-06-04,ADBL,266.9,39795.0,0.3356532566387461
2024-06-05,ADBL,264.0,16572.0,0.37579585464490034
2024-06-06,ADBL,261.9,23243.0,0.4358008058295697
2024-06-09,ADBL,255.0,30419.0,0.5647039820001053
2024-06-10,ADBL,254.0,38941.0,0.5024538906426291
2024-06-11,ADBL,259.0,26904.0,0.477778609545168
2024-06-12,ADBL,269.0,35200.0,0.5508281467121291
2024-06-13,ADBL,266.0,17533.0,0.338826830239248
2024-06-16,ADBL,268.0,33067.0,0.2787587718017794
2024-06-18,ADBL,261.5,19809.0,0.33485270819017177
2024-06-19,ADBL,263.0,8129.0,0.34015815744159095
2024-06-20,ADBL,261.0,14554.0,0.3329002523121666
2024-06-23,ADBL,260.0,22427.0,0.3139174106258346
2024-06-24,ADBL,265.0,41247.0,0.3388257892731262
2024-06-25,ADBL,262.5,22605.0,0.32940148434969285
2024-06-26,ADBL,263.0,7484.0,0.3535134309266738
2024-06-27,ADBL,261.0,28727.0,0.348273918762927
2024-06-30,ADBL,259.0,17310.0,0.35916157781589714
2024-07-01,ADBL,267.5,62619.0,0.6235791371030478
2024-07-02,ADBL,272.0,87848.0,0.700954427536659
2024-07-03,ADBL,271.0,41796.0,0.5415986643526213
2024-07-04,ADBL,272.9,86098.0,0.46947368032859654
2024-07-07,ADBL,281.1,106759.0,0.42524923510592166
2024-07-08,ADBL,280.5,49865.0,0.30162618052158735
2024-07-09,ADBL,285.2,274360.0,0.40619426604418285
2024-07-10,ADBL,286.5,42559.0,0.34542003852697223
2024-07-11,ADBL,291.0,139159.0,0.3084031581318428
2024-07-14,ADBL,298.5,113142.0,0.25996735223499484
2024-07-15,ADBL,294.0,115912.0,0.23714373828926913
2024-07-16,ADBL,310.0,270358.0,0.25760919243933483
2024-07-17,ADBL,314.0,147540.0,0.21893144589354133
2024-07-18,ADBL,331.8,213901.0,0.20297813734950557
2024-07-21,ADBL,335.0,304300.0,0.1692865131952436
2024-07-22,ADBL,330.0,151988.0,0.15569353418466753
2024-07-23,ADBL,343.5,237532.0,0.14958440242874338
2024-07-24,ADBL,341.5,194863.0,0.13758442212812638
2024-07-25,ADBL,352.0,222739.0,0.12659102047565518
2024-07-28,ADBL,387.2,671424.0,0.2097702114158386
2024-07-29,ADBL,377.0,296529.0,0.20779069310530598
2024-07-30,ADBL,377.0,230971.0,0.1813209136636079
2024-07-31,ADBL,376.4,287817.0,0.1700957947946729
2024-08-01,ADBL,369.8,302530.0,0.16329380686599254
2024-08-05,ADBL,386.0,622697.0,0.20102699696663007
2024-08-06,ADBL,372.1,338449.0,0.21569579192440544
2024-08-07,ADBL,378.0,181152.0,0.24236261075263843
2024-08-08,ADBL,375.1,134799.0,0.24548113823113243
2024-08-11,ADBL,383.9,303869.0,0.27487550164415075
2024-08-12,ADBL,392.0,283100.0,0.3057454808501813
2024-08-13,ADBL,400.0,357409.0,0.29707156401445206
2024-08-14,ADBL,402.1,259891.0,0.3370694051205569
2024-08-15,ADBL,419.0,511952.0,0.31988504300099746
2024-08-18,ADBL,410.0,573837.0,0.21572633097000954
2024-08-21,ADBL,414.9,272796.0,0.19005751193099352
2024-08-22,ADBL,411.0,184187.0,0.19792991182855196
2024-08-25,ADBL,399.0,280315.0,0.22667312256300878
2024-08-27,ADBL,382.0,316327.0,0.2623810775916273
2024-08-28,ADBL,382.5,173834.0,0.21491361052242827
2024-08-29,ADBL,376.4,171319.0,0.22107188051878307
2024-09-01,ADBL,373.0,129467.0,0.2187216570572
2024-09-02,ADBL,385.0,150424.0,0.24600827733981018
2024-09-03,ADBL,385.2,108022.0,0.2547907025380916
2024-09-04,ADBL,376.8,136516.0,0.26071383376431595
2024-09-05,ADBL,373.0,96884.0,0.26143026004486764
2024-09-08,ADBL,373.0,100624.0,0.26932406222049476
2024-09-09,ADBL,362.6,86782.0,0.26237894287630487
2024-09-10,ADBL,360.0,66020.0,0.18024556627165314
2024-09-11,ADBL,356.0,88445.0,0.20107934844250874
2024-09-12,ADBL,365.0,61295.0,0.29776226670143774
2024-09-15,ADBL,360.0,90671.0,0.3042393284996762
2024-09-16,ADBL,349.1,67066.0,0.1670799792453164
2024-09-18,ADBL,353.1,86056.0,0.15993665499317938
2024-09-22,ADBL,355.6,61970.0,0.1391059856645946
2024-09-23,ADBL,354.0,59299.0,0.13844197541269615
2024-09-24,ADBL,351.2,83688.0,0.1091491284195331
2024-09-25,ADBL,359.0,78883.0,0.14961613919047567
2024-09-26,ADBL,357.0,34594.0,0.1562215306217034
2024-09-29,ADBL,352.3,35272.0,0.21480321320892554
2024-09-30,ADBL,357.5,36555.0,0.3489054967766767
2024-10-01,ADBL,370.1,87013.0,0.28934122295573284
2024-10-02,ADBL,369.0,79249.0,0.24701069733837464
2024-10-06,ADBL,378.0,89543.0,0.20296932833344591
2024-10-07,ADBL,382.0,72876.0,0.15228706444660217
2024-10-08,ADBL,381.4,55126.0,0.12594263159290983
2024-10-09,ADBL,383.5,52289.0,0.10747548993723025
2024-10-15,ADBL,387.5,51430.0,0.10046700111483176
2024-10-16,ADBL,395.4,88954.0,0.10110585875784883
2024-10-17,ADBL,394.0,84201.0,0.0971458416105874
2024-10-20,ADBL,386.6,112813.0,0.12265141763385201
2024-10-21,ADBL,377.6,85200.0,0.13242275750251195
2024-10-22,ADBL,378.1,53921.0,0.1305058684023037
2024-10-23,ADBL,367.0,135310.0,0.17576549060384025
2024-10-24,ADBL,361.1,118792.0,0.16940621291274435
2024-10-27,ADBL,358.9,43996.0,0.1466067258475073
2024-10-28,ADBL,366.0,44073.0,0.17133399832187465
2024-10-29,ADBL,371.0,63203.0,0.16359963912996509
2024-10-30,ADBL,371.5,33749.0,0.1717514644676923
2024-11-05,ADBL,366.5,31483.0,0.19315705481080714
2024-11-06,ADBL,366.1,32031.0,0.19871113482258285
2024-11-10,ADBL,369.9,58328.0,0.20432391466811725
2024-11-11,ADBL,370.0,71670.0,0.21713051748486498
2024-11-12,ADBL,369.0,62383.0,0.29469760357361363
2024-11-13,ADBL,367.2,34318.0,0.37368230317006873
2024-11-14,ADBL,365.1,46503.0,0.38062710904449626
2024-11-17,ADBL,363.0,72913.0,0.4865344042683339
2024-11-19,ADBL,359.1,65017.0,0.2939736133749527
2024-11-20,ADBL,358.9,26760.0,0.1872757239476451
2024-11-21,ADBL,353.0,55719.0,0.1692780274355884
2024-11-24,ADBL,350.0,41256.0,0.12108674613638122
2024-11-25,ADBL,351.9,32139.0,0.1089546803650529
2024-11-26,ADBL,356.8,28610.0,0.1330926046700066
2024-11-27,ADBL,358.0,38927.0,0.11586996549112774
2024-11-28,ADBL,360.0,42328.0,0.1182476725827266
2024-12-01,ADBL,355.6,43405.0,0.12915491692799747
2024-12-02,ADBL,352.4,47343.0,0.14057905979404117
2024-12-03,ADBL,351.6,33741.0,0.15536582413525907
2024-12-04,ADBL,352.0,38930.0,0.1672267082299129
2024-12-05,ADBL,349.0,35035.0,0.1929954648219915
2024-12-08,ADBL,341.2,53335.0,0.15647269664915825
2024-12-09,ADBL,339.0,32050.0,0.10627219247871107
2024-12-10,ADBL,331.0,46578.0,0.08698712567165769
2024-12-11,ADBL,336.0,69547.0,0.09881297871791798
2024-12-12,ADBL,333.0,27811.0,0.0966020385957407
2024-12-16,ADBL,321.0,72485.0,0.10907922032978355
2024-12-17,ADBL,322.0,38502.0,0.0881592137774439
