id,date,symbol,open,high,low,close,volume,ltp,previous_closing,RSI_6,RSI_14,SMA_20,EMA_20
1875931,2024-10-16,NABIL,608.0,608.0,601.0,608.0,94498.0,608.0,600.0,82.61595495556695,62.993349036329114,569.46,580.9178909759651
1875932,2024-10-17,NABIL,615.0,619.0,602.0,607.1,70872.0,607.1,608.0,80.62607341673072,62.446583959265055,571.74,583.4114251687303
1875933,2024-10-20,NABIL,600.0,606.0,593.0,597.0,100302.0,597.0,607.1,60.87940597332102,56.51793294208455,573.1400000000001,584.7055751526607
1875934,2024-10-21,NABIL,595.0,597.0,584.0,585.5,112249.0,585.5,597.0,45.61490028719375,50.624490866522585,573.865,584.7812346619311
1875935,2024-10-22,NABIL,581.5,592.0,577.0,591.0,77275.0,591.0,585.5,52.45638876732327,53.14114731176838,575.355,585.3734980274614
1875936,2024-10-23,NABIL,591.0,607.2,591.0,594.0,63996.0,594.0,591.0,56.0733093098635,54.5033295402016,577.255,586.1950696438937
1875937,2024-10-24,NABIL,590.1,600.0,590.0,591.5,41245.0,591.5,594.0,52.109067788251636,53.117578339804375,578.73,586.70030110638
1875938,2024-10-27,NABIL,588.09,599.0,585.1,587.0,33289.0,587.0,591.5,45.205839879955896,50.62261595608225,579.6800000000001,586.7288438581534
1875939,2024-10-28,NABIL,585.0,594.9,583.5,585.0,51581.0,585.0,587.0,42.22263571862243,49.509560077375916,581.255,586.5641920621388
1875940,2024-10-29,NABIL,595.0,595.0,586.1,591.8,38978.0,591.8,585.0,54.47897176981979,53.27154785161827,583.095,587.0628404371731
1875941,2024-10-30,NABIL,580.0,583.0,569.0,576.0,215581.0,576.0,591.8,34.231866695995606,44.90029796924797,584.395,586.0092365860138
1875942,2024-11-05,NABIL,570.1,576.0,565.0,567.0,98344.0,567.0,576.0,27.2972864236917,40.95257797019402,585.67,584.1988331016315
1875943,2024-11-06,NABIL,565.0,567.0,562.8,564.6,54129.0,564.6,567.0,25.63547785819115,39.94401674041157,586.4,582.3322775681428
1875944,2024-11-10,NABIL,565.0,573.0,565.0,570.0,108867.0,570.0,564.6,36.133311350548475,43.326004683279976,586.5,581.1577749426053
1875945,2024-11-11,NABIL,573.0,579.0,568.0,569.0,87145.0,569.0,570.0,35.034268982517744,42.84482742352832,586.7,579.9998916147382
1875946,2024-11-12,NABIL,570.6,572.0,566.0,566.2,58126.0,566.2,569.0,31.78579748225449,41.456500314718376,586.3100000000001,578.6856162228584
1875947,2024-11-13,NABIL,566.2,570.0,560.2,561.0,48085.0,561.0,566.2,26.34242232013955,38.93333880602238,584.7850000000001,577.0012718206814
1875948,2024-11-14,NABIL,566.0,566.0,557.0,562.0,59666.0,562.0,561.0,29.1426786534461,39.69348648719703,583.335,575.5725792663308
1875949,2024-11-17,NABIL,562.0,570.0,562.0,562.1,62749.0,562.1,562.0,29.46446644087071,39.77422131189547,581.7900000000001,574.2894764790611
1875950,2024-11-19,NABIL,560.0,568.0,557.0,559.8,84892.0,559.8,562.1,26.182695506263016,38.49765471143834,579.78,572.9095263381981
1875951,2024-11-20,NABIL,560.0,562.0,552.0,557.0,61578.0,557.0,559.8,22.51863101302895,36.943154977161164,577.23,571.3943333536079
1875952,2024-11-21,NABIL,565.0,565.0,552.2,553.7,56753.0,553.7,557.0,18.798136219130384,35.142109028008925,574.5600000000001,569.7091587485023
1875953,2024-11-24,NABIL,564.0,564.7,555.0,558.0,109617.0,558.0,553.7,35.46914552742211,39.29503530023762,572.61,568.5940007724545
1875954,2024-11-25,NABIL,569.1,569.1,542.7,547.6,78417.0,547.6,558.0,22.225767170655082,33.67822052780735,570.715,566.5945721274588
1875955,2024-11-26,NABIL,547.6,556.0,540.0,545.0,96250.0,545.0,547.6,19.986962923250978,32.43018613845246,568.4150000000001,564.537946210558
1875956,2024-11-27,NABIL,545.0,549.5,544.0,548.0,59923.0,548.0,545.0,29.78063210785739,35.40466679466158,566.115,562.9629037143143
1875957,2024-11-28,NABIL,545.0,551.0,539.0,540.0,98283.0,540.0,548.0,21.399006417345102,31.43117387765325,563.5400000000001,560.7759605034272
1875958,2024-12-01,NABIL,537.3,540.0,534.1,536.0,79422.0,536.0,540.0,18.30747264768363,29.639972495225898,560.99,558.4163452173865
1875959,2024-12-02,NABIL,546.7,546.7,533.0,534.0,80685.0,534.0,536.0,16.84712135196287,28.757522765223815,558.44,556.0909790062068
1875960,2024-12-03,NABIL,544.6,544.6,530.2,532.0,62719.0,532.0,534.0,15.375365903180201,27.86413016324751,555.45,553.7966000532347
1875961,2024-12-04,NABIL,542.6,542.6,530.0,530.0,69630.0,530.0,532.0,13.916482231106553,26.96208348405225,553.1500000000001,551.5302571910219
1875962,2024-12-05,NABIL,540.6,540.6,523.0,525.0,61452.0,525.0,530.0,10.832868727355073,24.800515395678744,551.0500000000001,549.0035660299721
1875963,2024-12-08,NABIL,526.0,526.0,513.5,514.5,76545.0,514.5,525.0,6.951358716717849,20.99409607201926,548.5450000000001,545.7175121223557
1875964,2024-12-09,NABIL,505.0,516.9,505.0,510.0,54624.0,510.0,514.5,5.869726621318729,19.60530348203402,545.5450000000001,542.315844301179
1875965,2024-12-10,NABIL,510.0,514.0,505.0,508.1,51966.0,508.1,510.0,5.440789051936297,19.032812115922145,542.5000000000001,539.0571924629716
1875966,2024-12-11,NABIL,508.0,529.8,506.1,528.0,70328.0,528.0,508.1,50.7106969288582,39.09340803413961,540.59,538.0041265141172
1875967,2024-12-12,NABIL,535.0,538.5,518.3,520.0,56954.0,520.0,528.0,41.196284441616356,35.30629306251585,538.5400000000001,536.289447798487
1875968,2024-12-16,NABIL,520.0,524.0,509.7,512.9,47147.0,512.9,520.0,34.33547885412898,32.31434935312837,536.085,534.0618813414883
1875969,2024-12-17,NABIL,513.0,518.0,509.1,512.0,53169.0,512.0,512.9,33.48715681954915,31.944801793601684,533.58,531.960749785156
1875970,2024-12-18,NABIL,501.8,520.4,501.8,511.8,57475.0,511.8,512.0,33.26797088369316,31.857613068872542,531.1800000000001,530.040678377046
1875971,2024-12-19,NABIL,512.0,514.0,508.0,508.0,73723.0,508.0,511.8,28.94793941720719,30.17257106644193,528.73,527.9415661506606
1875972,2024-12-22,NABIL,497.9,511.0,497.9,502.9,67080.0,502.9,508.0,23.941015512596316,28.02974047780121,526.1899999999999,525.5566550886929
1875973,2024-12-23,NABIL,502.9,502.9,498.0,501.0,86473.0,501.0,502.9,22.22265622401772,27.25320516105744,523.3399999999999,523.2179260326269
1875974,2024-12-24,NABIL,503.0,506.0,499.1,501.0,66517.0,501.0,501.0,22.22265622401772,27.25320516105744,521.01,521.1019330771386
1875975,2024-12-26,NABIL,511.0,511.0,498.0,502.0,127622.0,502.0,501.0,26.235284854595882,28.46293671563402,518.8599999999999,519.2827013555063
1875976,2024-12-29,NABIL,504.1,508.9,499.0,502.7,64296.0,502.7,502.0,29.299218534474903,29.34862014047215,516.595,517.7033964645058
