symbol,id,date,open,high,low,close,volume,ltp,previous_closing,RSI_6,RSI_14,SMA_20,SMA_50,EMA_20,EMA_50,ATR_14,OBV,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,RSI_Signal,Trend_Signal,Final_Signal
BPW,1660682,2024-03-06,1200.0,1200.0,1140.1,1141.5,1900.0,1141.5,1177.3,37.91163974737898,39.00638265208169,1265.7700000000002,,1261.389911619142,,73.74941580174398,-11171.0,-60.43902620069434,-60.552544229804255,0.1135180291099118,1450.6607363823196,1265.7700000000002,1080.8792636176809,HOLD,SELL,SELL
C30MF,1660981,2024-12-29,9.29,9.5,9.11,9.11,28600.0,9.11,9.28,29.449036384852107,40.185159533976616,9.54,9.609,9.520715885091857,9.606672181369117,0.2713765167288603,7843633.0,-0.0625218367471855,-0.0213020507822973,-0.0412197859648882,9.912397636942202,9.54,9.1676023630578,BUY,SELL,BUY
CBBL,1663837,2024-12-29,940.0,940.0,930.1,930.1,22367.0,930.1,927.1,58.173650457503165,44.86120152967736,935.0549999999992,960.4299999999998,933.2697237933218,950.158241843454,16.8106400775696,399887.0,-11.783597488500275,-12.66500300497606,0.8814055164757839,971.9656204229416,935.0549999999992,898.1443795770566,HOLD,SELL,SELL
CBBLPO,1664031,2024-12-08,526.0,526.0,526.0,526.0,2500.0,526.0,696.0,,,,,,,,2500.0,,,,,,,HOLD,HOLD,HOLD
CBLD88,1666273,2024-12-26,1161.0,1161.0,1161.0,1161.0,25.0,1161.0,1184.5,57.65405295648883,55.34358051957998,1133.8549999999998,1120.246,1138.5518859781207,1119.444402368899,23.46300910521219,26061.0,11.701636179523804,7.289242183437149,4.412393996086654,1182.4175977476832,1133.8549999999998,1085.2924022523164,HOLD,BUY,BUY
CCBD88,1666790,2024-12-29,1147.0,1169.9,1147.0,1169.9,125.0,1169.9,1165.8,56.15426462559592,54.485776923824304,1150.735,1129.576,1147.698732747294,1131.32603596652,29.30360374748988,-13813.0,8.747400051235445,6.514051936758179,2.233348114477266,1218.1792962747695,1150.735,1083.2907037252303,HOLD,SELL,SELL
CFCL,1669166,2024-12-29,595.0,604.0,580.0,582.0,51877.0,582.0,605.0,25.451093663419734,34.09169631662743,641.5850000000002,657.2220000000001,631.9979411341877,642.118931053775,26.021950361668903,2306294.0,-19.62394844913365,-13.73282677772714,-5.891121671406511,711.9632999226262,641.5850000000002,571.2067000773741,BUY,SELL,BUY
CGH,1670373,2024-12-29,906.0,913.5,900.0,900.0,17732.0,900.0,905.4,30.66864814384444,38.89242082810988,928.4350000000004,937.0560000000002,922.779500107734,939.564644687789,23.95256026094443,-526512.0,-11.861209839653045,-9.656769682632993,-2.2044401570200503,973.726954031567,928.4350000000004,883.1430459684339,HOLD,SELL,SELL
CHCL,1673497,2024-12-29,570.0,575.0,566.0,570.0,91066.0,570.0,570.0,58.59414364349495,48.33386783863816,570.07,578.9140000000002,570.186251059905,572.8747521211168,13.365339497996048,1910427.0,-3.676858970239323,-4.339194435158574,0.6623354649192512,588.4479324190579,570.07,551.6920675809422,HOLD,BUY,BUY
CHDC,1674486,2024-12-29,1551.0,1640.0,1551.0,1570.1,40457.0,1570.1,1564.9,27.88633608806041,35.634493527424944,1635.515,1674.7479999999996,1621.3846508486886,1656.643912068852,56.361150282260105,2997911.0,-31.240084603353125,-24.87395761712583,-6.366126986227297,1725.5936162193657,1635.515,1545.4363837806343,BUY,SELL,BUY
CHL,1676281,2024-12-29,400.0,404.0,390.0,390.5,16210.0,390.5,400.0,35.27954109443584,45.81123378200365,409.8800000000001,383.3399999999996,404.27118109661154,389.9087116524595,17.198109195894794,1596596.0,4.86245606224719,9.002133136545554,-4.139677074298364,436.6726557100995,409.8800000000001,383.0873442899007,HOLD,SELL,SELL
CIT,1679076,2024-12-29,2088.0,2093.9,2078.1,2085.0,10841.0,2085.0,2089.6,29.18478622777331,32.718961357656,2152.895,2183.488,2136.57626158032,2173.324548029964,38.75062443918009,242585.0,-30.574776180895697,-21.973742080372464,-8.601034100523233,2249.658908044304,2152.895,2056.1310919556963,BUY,SELL,BUY
CITY,1679588,2024-12-29,879.0,892.0,865.0,865.0,8557.0,865.0,878.1,33.69458993762308,42.48603314118931,905.3850000000004,888.06,890.0564867938701,886.2564507919465,29.26282693569848,544657.0,-9.312561526866377,-3.3643555579794686,-5.948205968886906,980.1909964173796,905.3850000000004,830.5790035826212,HOLD,SELL,SELL
CIZBD86,1679793,2024-12-29,1131.1,1131.1,1131.0,1131.0,100.0,1131.0,1147.2,72.62631916595504,69.76623736520587,1065.59,,1066.7978187909878,,15.566541212057215,1415.0,29.102588632516472,23.097314326421703,6.0052743060947655,1127.795237721596,1065.59,1003.3847622784036,SELL,BUY,BUY
CIZBD90,1679910,2024-12-29,1150.0,1173.0,1150.0,1150.0,147.0,1150.0,1150.0,51.8754993456016,57.273494682721726,1123.225,1084.838,1130.3163246666827,1095.7475254756955,20.53172395445933,3042.0,23.70674320518833,22.54392654387184,1.1628166613164908,1203.4488586705957,1123.225,1043.0011413294046,HOLD,BUY,BUY
CKHL,1680211,2024-12-29,749.8,754.0,715.0,717.0,16129.0,717.0,742.0,43.76007340746871,51.18986002164051,712.3349999999999,684.7919999999999,718.9736345545945,693.7470211462835,32.12303872323427,844788.0,18.21112637987676,15.433171914185804,2.7779544656909554,779.3247686217899,712.3349999999999,645.34523137821,HOLD,BUY,BUY
CMF1,1681873,2024-12-29,10.4,10.59,10.4,10.5,3500.0,10.5,10.39,42.96397729571473,46.08178704254131,10.652999999999995,10.644599999999995,10.626228367443694,10.593357979796076,0.2501731437039842,3668342.0,-0.0273958725925691,-0.0116913519547759,-0.0157045206377931,10.966502791056753,10.652999999999995,10.33949720894324,HOLD,SELL,SELL
CMF2,1682834,2024-12-29,9.35,9.58,9.35,9.58,750.0,9.58,9.4,57.79301616084359,51.11372609109864,9.540000000000004,9.567199999999996,9.53453400968753,9.55520883899838,0.179352449886133,1906824.0,-0.0350353051017897,-0.0262785323062494,-0.0087567727955402,9.771689447321164,9.540000000000004,9.30831055267884,HOLD,SELL,SELL
CORBL,1684524,2024-12-29,1371.6,1433.1,1305.0,1312.0,16818.0,1312.0,1399.5,21.816404950437416,39.194098070707255,1625.3199999999997,1272.2680000000005,1507.4898541779137,1333.4409370101505,124.52304635042115,771434.0,33.89026433199342,93.4699861436044,-59.579721811610966,1874.438587022332,1625.3199999999997,1376.2014129776674,BUY,SELL,BUY
CYCL,1685098,2024-12-29,1584.7,1710.5,1577.0,1650.0,10414.0,1650.0,1617.0,61.65798348341467,50.89474093511055,1651.3400000000006,1642.4040000000002,1641.362125415718,1635.922570981124,87.70916362911157,317444.0,-15.897278032660552,-11.475068232141354,-4.422209800519198,1739.458020858356,1651.3400000000006,1563.2219791416453,HOLD,SELL,SELL
CZBIL,1688214,2024-12-29,228.0,228.2,220.5,221.9,36183.0,221.9,223.9,56.8728399331049,47.66998181647569,221.0499999999999,232.71200000000005,221.96939887718148,227.3696666177677,7.945302637959656,542198.0,-3.356337721803669,-4.280939707608913,0.9246019858052436,230.4352011166668,221.0499999999999,211.664798883333,HOLD,BUY,BUY
CZBILP,1688480,2024-09-29,102.0,102.0,102.0,102.0,220000.0,102.0,102.0,100.0,,,,,,,74980.0,,,,,,,SELL,HOLD,SELL
DDBL,1691161,2024-12-29,880.0,888.4,873.2,873.2,10743.0,873.2,871.0,54.935704878729,44.28344312846119,876.4549999999999,905.7379999999998,877.7004181042801,897.2004899401328,17.589373034062785,592979.0,-11.084914898406623,-12.90045237681009,1.815537478403467,904.8710852335367,876.4549999999999,848.038914766463,HOLD,BUY,BUY
DEVBANK,1694296,2024-12-29,5356.92,5359.43,5215.96,5223.76,472884094.5,5223.76,5366.11,24.306611587684145,35.64764483038333,5663.860499999999,5516.5282,5537.156994019809,5499.541496090636,148.75316134588863,1093491414.7400002,-66.48006810460993,-7.482181366573469,-58.997886738036456,6142.849102639994,5663.860499999999,5184.871897360004,BUY,SELL,BUY
DHPL,1696152,2024-12-29,303.0,310.0,300.0,300.3,26916.0,300.3,309.0,41.41902927440305,51.66636932437741,306.62999999999994,276.486,301.79259064454044,283.0700534114207,15.670821542682054,1391915.0,9.209816176646768,11.63137922679604,-2.421563050149272,341.704326793256,306.62999999999994,271.5556732067439,HOLD,SELL,SELL
DLBS,1696767,2024-12-29,1670.0,1836.0,1670.0,1760.0,24261.0,1760.0,1703.0,83.70413241413756,68.59090947740579,1626.915,1544.8160000000005,1622.1565199271824,1557.9717207922768,95.9787380978686,170075.0,26.34332193441014,17.5680968894639,8.775225044946243,1753.165564751219,1626.915,1500.6644352487808,SELL,SELL,STRONG SELL
DOLTI,1697280,2024-12-29,669.0,690.0,669.0,685.0,49205.0,685.0,678.0,52.31233927897569,57.63891522785392,664.55,611.9639999999997,666.0930303504922,625.0605188258736,33.03269685741131,1291740.0,24.131296167598972,25.922525742035837,-1.7912295744368585,736.8709098394128,664.55,592.2290901605871,HOLD,BUY,BUY
DORDI,1698006,2024-12-29,530.1,540.0,514.0,514.0,48403.0,514.0,535.3,34.97704470362654,48.49086172309485,530.4950000000001,488.5159999999999,525.0714051007578,501.4449961496536,23.298138861391383,1184469.0,12.00694438073424,15.65072377528709,-3.643779394552851,561.8128208054069,530.4950000000001,499.17717919459335,HOLD,SELL,SELL
EBL,1701131,2024-12-29,585.0,589.9,580.0,583.0,16501.0,583.0,584.9,38.281520064898125,39.05697285443292,592.865,602.3480000000001,591.8599458880298,604.8700851138543,12.875125386291304,1304672.0,-6.992122467513354,-6.670762044581048,-0.3213604229323064,611.0832628150946,592.865,574.6467371849054,HOLD,SELL,SELL
EBLD86,1701624,2024-12-29,1043.0,1043.0,1043.0,1043.0,25.0,1043.0,1045.0,56.6171087012644,53.98475037202203,1036.705,1029.4559999999994,1037.25603149608,1026.6611048206128,10.812386168922131,-1792.0,3.583675459560027,3.396260821156684,0.1874146384033435,1060.6966214541744,1036.705,1012.7133785458255,HOLD,BUY,BUY
EDBL,1704165,2024-12-29,617.1,617.1,561.0,563.0,73876.0,563.0,605.0,21.03306062786118,31.89171651642445,658.1050000000001,658.7760000000002,638.2210328105054,643.8723850054644,33.164417621078584,2420566.0,-19.315401537235857,-9.782224219995602,-9.533177317240256,747.5532526380409,658.1050000000001,568.6567473619593,BUY,SELL,BUY
EHPL,1704832,2024-12-29,758.0,768.0,728.3,754.9,9197.0,754.9,770.0,50.89588331110604,47.4896853917768,752.2349999999994,797.9159999999996,757.9492143038485,763.0631108789601,31.59007539864869,669517.0,-7.955698526959054,-13.000435573044513,5.044737046085459,791.3844201745525,752.2349999999994,713.0855798254464,HOLD,BUY,BUY
ENL,1707622,2024-12-29,1241.7,1275.0,1235.0,1257.0,3326.0,1257.0,1267.0,45.89532613835773,51.20956306312696,1270.5399999999995,1204.58,1257.3402727873508,1223.4371497673833,63.0212662061766,119179.0,17.06478836458541,22.001238058141897,-4.936449693556487,1364.5606019976597,1270.5399999999995,1176.5193980023398,HOLD,SELL,SELL
FINANCE,1710929,2024-12-29,3052.63,3052.63,2932.35,2935.78,689899143.7,2935.78,3073.25,22.88227177389762,30.625204643204658,3267.759499999996,3401.469999999999,3229.2358546150585,3310.8378795075105,107.91391184333727,13566893271.04999,-118.43459183820278,-89.7393536541648,-28.695238184037976,3632.44931737791,3267.759499999996,2903.069682622081,BUY,SELL,BUY
FLOAT,1714212,2024-12-29,178.32,178.84,176.3,176.7,5400314028.4,176.7,178.13,39.12234944077222,39.62540937795433,180.605,183.70180000000005,179.74303667174752,181.48201471872773,2.8356277987555503,66804728103.82996,-2.220283847559699,-1.9640488712657436,-0.2562349762939557,188.67469763993324,180.605,172.5353023600668,HOLD,SELL,SELL
FMDBL,1716874,2024-12-29,748.2,765.0,748.0,760.0,19264.0,760.0,756.3,46.1783188906397,46.75225625763104,770.2499999999998,782.5179999999999,769.7752005391477,776.1316017914316,32.55394029432596,1134491.0,-6.561562057284959,-5.9704637504569416,-0.5910983068280178,811.16916421435,770.2499999999998,729.3308357856496,HOLD,SELL,SELL
FMDBLP,1717057,2024-07-08,370.0,370.0,370.0,370.0,9000.0,370.0,349.0,,,,,,,,159000.0,,,,,,,HOLD,HOLD,HOLD
FOWAD,1718780,2024-12-29,1253.5,1300.0,1250.0,1274.0,3048.0,1274.0,1279.0,50.24362361323856,37.29948882305759,1297.0949999999996,1414.8499999999997,1305.4785008265176,1375.5028911252953,47.29956516150488,210275.0,-48.747399844518895,-54.42389000580174,5.6764901612828425,1434.4071039821465,1297.0949999999996,1159.7828960178526,HOLD,BUY,BUY
GBBD85,1719316,2024-12-29,1051.1,1051.2,1050.0,1050.0,150.0,1050.0,1064.0,52.76185169479582,55.25346178942918,1042.55,1036.344,1044.2619812401067,1034.9810671376342,8.50339966192829,107772.0,5.13163862474471,3.901175819928158,1.2304628048165518,1059.2721410112426,1042.55,1025.8278589887573,HOLD,BUY,BUY
GBBL,1722124,2024-12-29,402.0,404.9,395.1,396.5,29431.0,396.5,403.0,19.777879088057727,27.393227444753464,432.0100000000001,445.2900000000001,425.05043140929126,437.22510159875645,11.806955872224094,540983.0,-13.380430607642722,-9.43879253996785,-3.941638067674873,474.58980272382695,432.0100000000001,389.4301972761732,BUY,SELL,BUY
GBBLPO,1722343,2024-11-26,205.0,205.0,205.0,205.0,16425.0,205.0,205.0,0.0,0.0,,,,,0.0714285714285714,1499.0,,,,,,,BUY,HOLD,BUY
GBD80/81,1722678,2024-04-09,1040.0,1040.0,1040.0,1040.0,200.0,1040.0,1040.0,71.74958732038561,59.10409837171976,1016.1550000000004,,1020.739831043202,,8.906156554922976,2096.0,,,,1040.8614748597922,1016.1550000000004,991.4485251402084,SELL,BUY,BUY
GBILD86/87,1722977,2024-12-29,1059.0,1059.0,1045.0,1045.0,50.0,1045.0,1080.0,51.114216619054886,53.02746523143186,1036.755,1026.882,1038.5569275124717,1024.7137352892837,14.889299004322211,93532.0,6.606429220555583,5.472123919322383,1.1343053012331996,1063.694226046828,1036.755,1009.815773953172,HOLD,BUY,BUY
GBIME,1725425,2024-12-29,233.1,237.5,229.0,229.5,131859.0,229.5,233.0,54.05460784351992,47.39954007145544,227.04,243.382,229.94130301610727,236.4761043016508,8.262117110431607,2256471.0,-4.051632782781411,-5.561251697189772,1.5096189144083612,236.32706627520287,227.04,217.7529337247972,HOLD,BUY,BUY
GBIMEP,1725840,2024-12-12,100.0,100.0,100.0,100.0,250000.0,100.0,100.0,0.0,0.0,100.0,,100.0,,0.1143794252394835,5000.0,,,,100.0,100.0,100.0,BUY,HOLD,BUY
GBLBS,1727392,2024-12-29,760.0,795.0,760.0,766.1,5664.0,766.1,770.0,36.04388955402416,40.62527788938575,787.5549999999987,788.6,782.9142463557478,787.7627067297913,24.911538661647988,680358.0,-8.966740750648,-6.1244652430896895,-2.842275507558311,828.3790358123488,787.5549999999987,746.7309641876486,HOLD,SELL,SELL
GCIL,1727869,2024-12-29,501.0,505.0,492.0,492.1,39275.0,492.1,501.0,49.68027352994426,50.74858039255504,485.7750000000001,494.6480000000001,490.3576261170268,494.83153520975645,14.827046702078023,1549992.0,1.3184179471300013,-1.5371847048208855,2.855602651950887,507.6071666354974,485.7750000000001,463.9428333645028,HOLD,BUY,BUY
GFCL,1728641,2024-12-29,800.9,825.0,775.1,777.1,58404.0,777.1,814.0,33.62064885460122,34.74845247044994,845.6850000000001,959.0099999999994,846.3957258122746,905.1698022097156,40.09185838303056,907363.0,-46.17473819826648,-47.23557845583421,1.060840257567726,951.5893771522218,845.6850000000001,739.7806228477783,HOLD,BUY,BUY
GHL,1729993,2024-12-29,203.2,207.2,203.2,204.0,44707.0,204.0,206.6,25.33944255797253,34.4451050745903,216.345,220.912,213.9018162033115,217.19822970385164,6.610072154767913,5674671.0,-4.759252639131006,-3.396527180374199,-1.362725458756807,232.29096814245085,216.345,200.3990318575491,BUY,SELL,BUY
GIBF1,1730655,2024-12-29,9.88,9.91,9.88,9.91,11000.0,9.91,10.07,41.85150855789748,47.914083124952825,10.067499999999995,9.803400000000003,9.998344077359109,9.89208806395585,0.2506133543122567,405114.0,0.0290722301458519,0.0609149728462279,-0.0318427427003759,10.278201210249165,10.067499999999995,9.856798789750831,HOLD,SELL,SELL
GILB,1732778,2024-12-29,1169.0,1210.0,1165.0,1178.0,5225.0,1178.0,1169.0,35.02864015064169,34.72043669427246,1243.4,1275.6599999999996,1226.9814888368744,1263.630895021991,40.02572285834928,212918.0,-36.138872804529,-27.47254881166217,-8.666323992866829,1360.57405856248,1243.4,1126.22594143752,HOLD,SELL,SELL
GLBSL,1734364,2024-12-29,2549.0,2670.0,2455.0,2460.1,18350.0,2460.1,2550.0,64.4178181546988,56.767212023802685,2299.75,2155.97,2297.002905593817,2196.914129059585,163.39461524149564,248150.0,27.42942981249871,11.02812704990891,16.4013027625898,2616.661587039678,2299.75,1982.838412960322,HOLD,SELL,SELL
GLH,1735410,2024-12-29,240.1,243.3,235.2,235.2,32503.0,235.2,240.6,27.910730669635488,38.05244066167556,247.63,251.5780000000001,245.4682255243601,250.43302470666572,9.825530121085777,3236421.0,-4.626781892493767,-3.649595961296125,-0.977185931197642,265.0347234967996,247.63,230.2252765032004,BUY,SELL,BUY
GMFBS,1739185,2024-12-29,1790.0,1900.0,1786.1,1824.0,17737.0,1824.0,1787.0,68.96437393471062,58.64477565475193,1748.8900000000006,1689.13,1743.787370266593,1708.336816155115,84.9470772609022,414115.0,12.623171964203266,13.088701295757962,-0.4655293315546966,1854.0977924870256,1748.8900000000006,1643.6822075129755,HOLD,SELL,SELL
GMFIL,1741249,2024-12-29,565.1,567.0,541.3,546.0,34254.0,546.0,576.0,19.020554017860807,29.158087920020087,618.9499999999999,635.78,607.8872930620668,619.4657145457609,27.160490629051345,1813147.0,-22.296850652309672,-14.866753164874115,-7.430097487435557,693.9436397303136,618.9499999999999,543.9563602696862,BUY,SELL,BUY
GRDBL,1743214,2024-12-29,945.0,980.0,875.0,880.0,31005.0,880.0,960.0,25.056585410670884,39.1469248883704,1024.9449999999997,896.082,983.048657069392,913.319376834154,68.3882273665009,1549299.0,11.860056089109776,32.52882747133195,-20.66877138222217,1143.7685746811271,1024.9449999999997,906.1214253188724,BUY,SELL,BUY
GRDBLP,1743391,2024-07-08,277.0,277.0,277.0,277.0,10340.0,277.0,178.0,,,,,,,,15530.0,,,,,,,HOLD,HOLD,HOLD
GUFL,1745115,2024-12-29,670.4,670.4,653.8,657.0,28323.0,657.0,675.0,26.7965500093215,33.885451355191314,718.3050000000001,745.9040000000001,709.1377333563596,735.7824592235656,26.23400638106325,559765.0,-24.485652754875787,-19.212757866098407,-5.27289488877738,793.546889263888,718.3050000000001,643.0631107361121,BUY,SELL,BUY
