symbol,date,open,high,low,close,Candles_Present
EBL,2024-12-29,585.0,589.9,580.0,583.0,"DOJI,HANGINGMAN,LONGLEGGEDDOJI,RICKSHAWMAN,SHOOTINGSTAR,SHORTLINE,SPINNINGTOP"
EBLD86,2024-12-29,1043.0,1043.0,1043.0,1043.0,"DOJI,SHORTLINE"
EDBL,2024-12-29,617.1,617.1,561.0,563.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
EHPL,2024-12-29,758.0,768.0,728.3,754.9,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,SPINNINGTOP"
ENL,2024-12-29,1241.7,1275.0,1235.0,1257.0,
FINANCE,2024-12-29,3052.63,3052.63,2932.35,2935.78,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
FLOAT,2024-12-29,178.32,178.84,176.3,176.7,"DOJI,DOJISTAR,SHORTLINE"
FMDBL,2024-12-29,748.2,765.0,748.0,760.0,SHORTLINE
FMDBLP,2024-07-08,370.0,370.0,370.0,370.0,"DOJI,SHORTLINE"
FOWAD,2024-12-29,1253.5,1300.0,1250.0,1274.0,
GBBD85,2024-12-29,1051.1,1051.2,1050.0,1050.0,"DOJI,SHORTLINE"
GBBL,2024-12-29,402.0,404.9,395.1,396.5,SHORTLINE
GBBLPO,2024-11-26,205.0,205.0,205.0,205.0,"DOJI,SHORTLINE"
GBD80/81,2024-04-09,1040.0,1040.0,1040.0,1040.0,"DOJI,SHORTLINE"
GBILD86/87,2024-12-29,1059.0,1059.0,1045.0,1045.0,SHORTLINE
GBIME,2024-12-29,233.1,237.5,229.0,229.5,INVERTEDHAMMER
GBIMEP,2024-12-12,100.0,100.0,100.0,100.0,"DOJI,SHORTLINE"
GBLBS,2024-12-29,760.0,795.0,760.0,766.1,BELTHOLD
GCIL,2024-12-29,501.0,505.0,492.0,492.1,CLOSINGMARUBOZU
GFCL,2024-12-29,800.9,825.0,775.1,777.1,
GHL,2024-12-29,203.2,207.2,203.2,204.0,"DOJI,DOJISTAR,GRAVESTONEDOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
GIBF1,2024-12-29,9.88,9.91,9.88,9.91,"DOJI,SHORTLINE"
GILB,2024-12-29,1169.0,1210.0,1165.0,1178.0,
GLBSL,2024-12-29,2549.0,2670.0,2455.0,2460.1,
GLH,2024-12-29,240.1,243.3,235.2,235.2,SHORTLINE
GMFBS,2024-12-29,1790.0,1900.0,1786.1,1824.0,
GMFIL,2024-12-29,565.1,567.0,541.3,546.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
GRDBL,2024-12-29,945.0,980.0,875.0,880.0,CLOSINGMARUBOZU
GRDBLP,2024-07-08,277.0,277.0,277.0,277.0,"DOJI,DOJISTAR,SHORTLINE"
GUFL,2024-12-29,670.4,670.4,653.8,657.0,SHORTLINE
GUFLPO,2024-12-19,385.0,385.0,385.0,385.0,"DOJI,SHORTLINE"
GVL,2024-12-29,510.0,520.0,497.9,500.0,SHORTLINE
GWFD83,2024-12-29,1329.0,1330.0,1325.0,1325.0,"DOJI,SHORTLINE"
H8020,2024-12-29,10.0,10.03,10.0,10.01,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
HATHY,2024-12-29,1344.0,1370.0,1326.0,1355.0,SPINNINGTOP
HBL,2024-12-29,242.0,245.0,237.0,239.1,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
HBLD83,2024-11-27,1075.5,1075.5,1075.5,1075.5,"DOJI,SHORTLINE"
HBLPO,2024-08-12,125.0,125.0,125.0,125.0,"DOJI,SHORTLINE,TRISTAR"
HDHPC,2024-12-29,199.0,200.0,196.0,196.4,SHORTLINE
HDL,2024-12-29,1367.0,1384.0,1365.0,1366.0,
HEI,2024-12-29,615.0,620.0,610.0,619.5,CLOSINGMARUBOZU
HEIP,2024-12-29,466.5,466.5,440.0,457.0,BELTHOLD
HHL,2024-12-29,549.4,549.4,500.8,507.1,BELTHOLD
HIDCL,2024-12-29,238.0,240.0,233.3,234.9,SHORTLINE
HIDCLP,2024-12-29,170.8,170.8,165.5,169.5,"DOJI,DRAGONFLYDOJI,HAMMER,LONGLEGGEDDOJI,SHORTLINE,TAKURI"
HLBSL,2024-12-29,948.0,1003.0,948.0,960.0,BELTHOLD
HLI,2024-12-29,447.0,451.9,442.3,446.0,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
HOTELS,2024-12-29,6427.15,6461.32,6356.31,6387.9,
HPPL,2024-12-29,396.0,403.0,388.0,388.1,SHORTLINE
HRL,2024-12-29,801.0,805.0,793.0,796.0,SHORTLINE
HURJA,2024-12-29,226.5,230.9,224.0,224.4,"DOJI,GRAVESTONEDOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
HYDROPOWER,2024-12-29,3490.88,3493.21,3420.18,3434.32,BELTHOLD
ICFC,2024-12-29,651.7,670.9,651.7,652.1,"DOJI,DOJISTAR,GRAVESTONEDOJI,INVERTEDHAMMER,LONGLEGGEDDOJI"
ICFCD83,2024-12-29,1325.0,1325.0,1325.0,1325.0,"DOJI,SHORTLINE"
ICFCPO,2024-12-26,369.0,369.0,369.0,369.0,"DOJI,SHORTLINE,TRISTAR"
IGI,2024-12-29,572.0,582.0,570.0,571.1,"DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHOOTINGSTAR,SPINNINGTOP,TRISTAR"
IGIPO,2024-12-22,310.0,310.0,310.0,310.0,"DOJI,SHORTLINE,TRISTAR"
IHL,2024-12-29,662.0,668.8,647.0,650.0,
ILBS,2024-12-29,959.9,1005.0,942.0,965.0,"HIGHWAVE,SPINNINGTOP"
ILI,2024-12-29,470.0,472.0,465.0,470.5,"DOJI,DRAGONFLYDOJI,HAMMER,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP,TAKURI"
INVESTMENT,2024-12-29,99.0,99.63,98.38,98.75,"DOJI,HAMMER,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
JALPA,2024-07-10,1465.0,1480.0,1430.0,1442.1,
JBBL,2024-12-29,361.1,366.9,356.0,359.9,"DOJI,DOJISTAR,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
JBBLPO,2024-12-03,204.0,204.0,204.0,204.0,"DOJI,SHORTLINE"
JBLB,2024-12-29,1525.0,1575.0,1525.0,1571.0,"BELTHOLD,LONGLINE"
JFL,2024-12-29,907.5,907.5,833.4,833.4,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
JFLPO,2024-09-10,349.0,349.0,349.0,349.0,"DOJI,DOJISTAR,SHORTLINE"
JOSHI,2024-12-29,451.1,451.1,414.3,420.0,"BELTHOLD,LONGLINE"
JSLBB,2024-12-29,1610.1,1730.0,1609.0,1661.9,BELTHOLD
JSLBBP,2024-04-02,546.0,546.0,546.0,546.0,"DOJI,SHORTLINE"
KBL,2024-12-29,224.0,225.4,218.7,219.3,SHORTLINE
KBLD86,2024-12-24,1136.1,1136.1,1136.1,1136.1,"DOJI,SHORTLINE"
KBLD90,2024-12-24,1141.0,1141.0,1141.0,1141.0,"DOJI,SHORTLINE"
KBLPO,2024-12-19,100.0,100.0,100.0,100.0,"DOJI,SHORTLINE,TRISTAR"
KBSH,2024-12-29,2600.0,2600.0,2450.0,2537.0,BELTHOLD
KDBY,2024-12-29,9.05,9.55,9.05,9.55,"DOJI,DOJISTAR,SHORTLINE"
KDL,2024-12-29,1135.0,1148.0,1119.9,1119.9,
KEF,2024-12-29,8.76,8.98,8.76,8.85,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
KKHC,2024-12-29,382.0,383.0,366.0,367.9,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
KLBSL,2024-07-10,1051.5,1113.1,1051.5,1070.0,BELTHOLD
KMCDB,2024-12-29,1080.2,1130.0,1080.2,1107.0,BELTHOLD
KPCL,2024-12-29,524.9,530.0,521.0,524.9,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
KRBL,2024-12-24,792.0,834.0,780.0,810.0,
KSBBL,2024-12-29,433.0,442.0,430.0,432.9,"DOJI,GRAVESTONEDOJI,HIGHWAVE,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
KSBBLP,2024-12-22,186.0,186.0,186.0,186.0,"DOJI,SHORTLINE"
KSLY,2024-11-26,11.73,11.73,11.73,11.73,"DOJI,SHORTLINE"
KSY,2024-12-29,8.84,9.19,8.84,9.0,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
LBBL,2024-12-29,485.0,485.0,473.7,473.7,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
LBBLD89,2024-12-12,1255.0,1255.0,1255.0,1255.0,"DOJI,SHORTLINE"
LBBLPO,2024-10-27,261.0,261.0,261.0,261.0,"DOJI,SHORTLINE"
LBLD86,2024-12-23,1135.0,1135.0,1135.0,1135.0,"DOJI,SHORTLINE,TRISTAR"
LEC,2024-12-29,206.0,206.0,199.0,199.1,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
LEMF,2024-06-09,9.6,9.76,9.47,9.47,"DOJI,DOJISTAR,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
LICN,2024-12-29,1136.0,1160.0,1130.0,1145.0,"ABANDONEDBABY,MORNINGDOJISTAR,MORNINGSTAR"
LIFEINSU,2024-12-29,12493.74,12519.35,12408.94,12444.33,
LLBS,2024-12-29,1090.1,1171.0,1090.0,1124.0,BELTHOLD
LSL,2024-12-29,239.2,244.8,238.0,239.0,"DOJI,GRAVESTONEDOJI,HIGHWAVE,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
LUK,2024-12-29,9.31,9.49,9.31,9.41,"DOJI,SHORTLINE"
LVF2,2024-12-29,9.0,9.06,9.0,9.06,"DOJI,GAPSIDESIDEWHITE,SHORTLINE"
MAKAR,2024-12-29,607.0,619.0,597.0,602.0,
MANDU,2024-12-29,892.0,910.0,882.0,882.1,SHOOTINGSTAR
MANUFACTURE,2024-12-29,6822.26,6859.85,6756.19,6762.54,
MATRI,2024-12-29,1255.0,1320.0,1247.1,1280.0,
MBJC,2024-12-29,334.0,335.0,328.2,330.0,"DOJI,SHORTLINE"
MBL,2024-12-29,238.3,245.0,236.0,238.1,"DOJI,GRAVESTONEDOJI,HIGHWAVE,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP"
MBLD2085,2024-11-14,1111.8,1170.0,1111.8,1170.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
MBLPO,2024-05-21,113.0,113.0,113.0,113.0,"DOJI,SHORTLINE"
MCHL,2024-12-29,620.0,628.0,600.0,606.0,
MDB,2024-12-29,700.0,714.0,691.0,695.8,SPINNINGTOP
MDBPO,2024-11-27,379.0,379.0,379.0,379.0,"DOJI,SHORTLINE"
MEHL,2024-12-29,463.6,475.0,458.2,460.0,SHOOTINGSTAR
MEL,2024-12-29,310.7,316.0,307.2,315.8,SHORTLINE
MEN,2024-12-29,625.0,625.0,605.0,608.0,"BELTHOLD,LONGLINE"
MERO,2024-12-29,718.0,764.6,718.0,733.0,BELTHOLD
MFIL,2024-12-29,670.0,670.0,650.0,650.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
MFILPO,2024-06-23,267.6,267.6,267.6,267.6,"DOJI,DOJISTAR,SHORTLINE"
MFLD85,2024-12-29,1100.0,1102.0,1085.0,1085.0,"CLOSINGMARUBOZU,LONGLINE"
MHCL,2024-12-29,532.0,539.0,516.2,527.3,SPINNINGTOP
MHL,2024-12-29,872.0,875.0,832.1,850.0,
MHNL,2024-12-29,260.0,267.0,258.8,260.0,"DOJI,DOJISTAR,GRAVESTONEDOJI,HIGHWAVE,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
MICROFINANCE,2024-12-29,4921.9,5033.01,4909.42,4977.97,"ABANDONEDBABY,MORNINGDOJISTAR,MORNINGSTAR"
MKCL,2024-12-29,1480.0,1506.0,1480.0,1485.0,INVERTEDHAMMER
MKHC,2024-12-29,497.9,519.1,497.9,508.8,
MKHL,2024-12-29,630.0,632.1,618.0,625.0,"HANGINGMAN,SHORTLINE"
MKJC,2024-12-29,508.0,529.3,507.1,529.3,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
MKLB,2024-07-07,1205.0,1205.0,1142.0,1169.0,BELTHOLD
MLBBL,2024-12-29,1535.0,1610.0,1535.0,1584.9,BELTHOLD
MLBL,2024-12-29,396.0,399.0,387.0,389.0,SHORTLINE
MLBLPO,2024-09-16,155.0,155.0,155.0,155.0,"DOJI,SHORTLINE"
MLBS,2024-12-29,2035.0,2172.0,2035.0,2160.0,BELTHOLD
MLBSL,2024-12-29,2221.0,2461.6,2221.0,2461.6,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
MMF1,2024-12-29,8.6,8.9,8.6,8.73,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
MMFDB,2024-03-12,561.0,590.4,561.0,580.0,
MMFDBP,2024-03-12,278.0,278.0,278.0,278.0,"DOJI,SHORTLINE"
MMKJL,2024-12-29,683.0,695.0,672.2,679.0,"DOJI,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
MNBBL,2024-12-29,371.0,378.4,371.0,375.0,"DOJI,SHORTLINE,TRISTAR"
MNBBLP,2024-12-29,221.0,221.0,221.0,221.0,"DOJI,SHORTLINE"
MPFL,2024-12-29,685.0,695.0,649.8,651.0,
MPFLPO,2024-03-14,202.0,202.0,202.0,202.0,"DOJI,SHORTLINE"
MSHL,2024-12-29,970.0,970.0,937.0,947.9,
MSLB,2024-12-29,1490.0,1590.0,1490.0,1564.0,BELTHOLD
MUTUAL,2024-12-29,20.31,20.36,20.17,20.34,"DOJI,HAMMER,LONGLEGGEDDOJI,SHORTLINE,TAKURI"
NABBC,2024-12-29,1133.4,1155.5,1040.9,1040.9,CLOSINGMARUBOZU
NABIL,2024-12-29,504.1,508.9,499.0,502.7,"DOJI,DOJISTAR,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
NABILD87,2024-12-29,1070.0,1070.0,1070.0,1070.0,"DOJI,SHORTLINE"
NABILP,2024-10-27,301.1,301.1,301.1,301.1,"DOJI,SHORTLINE,TRISTAR"
NADDF,2024-12-17,10.41,10.41,10.41,10.41,"DOJI,SHORTLINE"
NADEP,2024-12-29,942.0,959.0,926.1,947.0,"HIGHWAVE,SPINNINGTOP"
NBBD2085,2024-11-20,1195.0,1195.0,1195.0,1199.9,SHORTLINE
NBF2,2024-12-29,9.69,9.69,9.5,9.68,"DOJI,HAMMER,LONGLEGGEDDOJI,SHORTLINE,TAKURI"
NBF3,2024-12-29,9.5,9.65,9.0,9.4,"DOJI,HAMMER,HANGINGMAN,INVERTEDHAMMER,LONGLEGGEDDOJI,MATCHINGLOW,RICKSHAWMAN,SHORTLINE,SPINNINGTOP,TAKURI"
NBL,2024-12-29,273.0,275.8,269.3,269.9,
NBLD82,2024-11-24,1096.6,1174.0,1096.6,1172.0,"BELTHOLD,LONGLINE"
NBLD85,2024-12-29,1049.0,1050.0,1049.0,1050.0,"DOJI,SHORTLINE"
NBLD87,2024-12-29,1064.0,1064.0,1064.0,1064.0,"DOJI,SHORTLINE"
NCCD86,2024-12-29,1156.0,1156.0,1156.0,1156.0,"DOJI,SHORTLINE"
NEPSE,2024-12-29,2631.98,2641.17,2601.84,2609.58,
NESDO,2024-12-29,2259.0,2344.0,2210.0,2276.1,
NFCF,2024-12-12,11.43,11.43,11.43,11.43,"DOJI,SHORTLINE"
NFS,2024-12-29,1024.1,1040.0,998.0,1002.0,
NFSPO,2024-08-25,163.0,163.0,163.0,163.0,"DOJI,DOJISTAR,SHORTLINE"
NGPL,2024-12-29,262.0,263.0,256.1,256.1,SHORTLINE
NHDL,2024-12-29,720.0,720.0,702.4,710.0,SHORTLINE
NHPC,2024-12-29,218.0,219.0,213.8,214.0,SHORTLINE
NIBD2082,2024-12-24,1144.0,1150.9,1144.0,1151.0,SHORTLINE
NIBD84,2024-12-29,1033.0,1043.2,1033.0,1043.1,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
NIBLGF,2024-12-29,8.7,8.87,8.66,8.87,"DOJI,SHORTLINE"
NIBLPF,2024-01-08,9.47,9.48,9.32,9.32,"DOJI,SHORTLINE"
NIBLSF,2024-11-25,11.21,11.21,11.21,11.21,"DOJI,SHORTLINE"
NIBSF2,2024-12-29,8.45,8.6,8.44,8.5,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE,TRISTAR"
NICA,2024-12-29,400.0,404.7,391.0,391.0,CLOSINGMARUBOZU
NICAD 85/86,2024-05-08,1014.0,1015.2,1014.0,1015.1,SHORTLINE
NICAD8182,2024-12-29,1056.3,1056.3,1056.3,1056.3,"DOJI,SHORTLINE"
NICAD8283,2024-12-24,1062.1,1083.3,1062.1,1083.3,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
NICAP,2024-06-18,331.3,331.3,331.3,331.3,"DOJI,SHORTLINE"
NICBF,2024-12-29,9.0,9.22,9.0,9.22,"DOJI,SHORTLINE"
NICD83/84,2024-12-29,1135.0,1135.0,1135.0,1135.0,"DOJI,SHORTLINE,TRISTAR"
NICD88,2024-12-29,1062.0,1062.8,1062.0,1062.0,"DOJI,GRAVESTONEDOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,TRISTAR"
NICFC,2024-12-29,8.99,9.18,8.99,9.11,"DOJI,SHORTLINE"
NICGF,2024-12-29,10.33,10.33,10.33,10.33,"DOJI,SHORTLINE,TRISTAR"
NICGF2,2024-12-29,8.62,8.85,8.62,8.85,"DOJI,SHORTLINE,TRISTAR"
NICL,2024-12-29,973.7,973.7,955.0,959.0,BELTHOLD
NICLBSL,2024-12-29,663.0,683.0,660.0,660.0,INVERTEDHAMMER
NICSF,2024-12-29,9.2,9.38,9.2,9.34,"DOJI,SHORTLINE"
NIFRA,2024-12-29,251.0,252.0,246.5,246.8,"CLOSINGMARUBOZU,LONGLINE"
NIL,2024-12-29,937.0,937.0,924.1,926.0,BELTHOLD
NILPO,2024-06-23,436.0,436.0,436.0,436.0,"DOJI,DOJISTAR,SHORTLINE"
NIMB,2024-12-29,230.2,230.2,221.0,221.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
NLBBL,2024-03-12,565.0,595.0,555.0,595.0,CLOSINGMARUBOZU
NLBBLP,2024-02-08,401.0,401.0,401.0,401.0,"DOJI,SHORTLINE"
NLG,2024-12-29,940.0,975.0,926.0,965.0,
NLIC,2024-12-29,770.0,775.0,760.0,766.0,SPINNINGTOP
NLICL,2024-12-29,567.0,567.0,561.8,562.0,SHORTLINE
NLICLP,2024-11-28,293.5,293.5,293.5,293.5,"DOJI,SHORTLINE"
NLICP,2024-10-07,450.0,450.0,450.0,450.0,"DOJI,SHORTLINE"
NLO,2024-12-22,246.9,246.9,246.9,246.9,"DOJI,SHORTLINE,TRISTAR"
NMB,2024-12-29,253.0,253.0,245.0,246.0,"ENGULFING,SHORTLINE"
NMB50,2024-12-29,10.15,10.21,10.15,10.21,"DOJI,SHORTLINE"
NMBD2085,2024-11-28,1090.8,1090.8,1090.8,1090.8,"DOJI,SHORTLINE"
NMBD89/90,2024-12-23,1090.2,1090.2,1090.2,1068.4,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
NMBMF,2024-12-29,686.6,734.4,680.0,708.5,
NMBPO,2024-12-18,140.0,140.0,140.0,140.0,"DOJI,SHORTLINE"
NMBSBF,2024-12-29,10.47,10.47,10.47,10.47,"DOJI,SHORTLINE"
NMFBS,2024-12-29,1270.0,1295.0,1250.1,1265.0,"HIGHWAVE,SPINNINGTOP"
NMFBSP,2024-11-26,755.0,755.0,755.0,755.0,"DOJI,SHORTLINE"
NMLBBL,2024-12-29,675.0,689.0,675.0,676.0,"DOJI,GRAVESTONEDOJI,INVERTEDHAMMER,LONGLEGGEDDOJI"
NONLIFEINSU,2024-12-29,12414.74,12509.91,12357.47,12444.23,
NRIC,2024-12-29,730.0,740.0,725.0,729.0,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
NRM,2024-12-29,445.0,447.5,432.1,438.9,"HAMMER,SHORTLINE"
NRN,2024-12-29,930.0,1030.0,930.0,999.0,BELTHOLD
NSIF2,2024-12-29,10.4,10.6,10.13,10.13,"DOJI,SHORTLINE"
NTC,2024-12-29,951.0,962.0,951.0,960.3,SHORTLINE
NUBL,2024-12-29,680.0,700.0,669.0,691.0,SHORTLINE
NWCL,2024-12-29,957.0,980.0,955.0,957.0,"DOJI,GRAVESTONEDOJI,HIGHWAVE,LONGLEGGEDDOJI,SHOOTINGSTAR,SPINNINGTOP"
NYADI,2024-12-29,438.0,473.0,428.0,428.0,INVERTEDHAMMER
OHL,2024-12-29,892.0,892.0,863.0,888.0,"DOJI,DRAGONFLYDOJI,HANGINGMAN,LONGLEGGEDDOJI,TAKURI"
OTHERS,2024-12-29,1940.61,1953.19,1935.19,1946.37,SHORTLINE
PBD85,2024-12-29,1061.0,1061.0,1061.0,1061.0,"DOJI,SHORTLINE"
PBD88,2024-12-29,1150.0,1153.0,1133.0,1133.0,"CLOSINGMARUBOZU,LONGLINE"
PBLD84,2024-12-29,1095.0,1095.0,1079.4,1090.0,HAMMER
PBLD86,2024-12-23,1136.0,1136.0,1115.0,1115.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
PCBL,2024-12-29,266.3,268.0,257.1,258.2,SHORTLINE
PCBLP,2024-12-26,103.6,105.2,103.6,105.2,"DOJI,SHORTLINE"
