symbol,date,open,high,low,close,Candles_Present
PFL,2024-12-29,609.0,610.0,572.0,577.0,"BELTHOLD,LONGLINE"
PHCL,2024-12-29,518.3,530.0,515.0,515.0,INVERTEDHAMMER
PMHPL,2024-12-29,273.0,278.0,268.1,271.9,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
PMLI,2024-12-29,525.0,530.0,520.0,522.0,
PPCL,2024-12-29,285.0,290.0,279.0,280.0,
PPL,2024-12-29,545.0,550.0,525.5,530.0,
PRIN,2024-12-29,958.9,959.7,940.0,947.0,BELTHOLD
PROFL,2024-12-29,622.1,629.0,608.1,609.0,CLOSINGMARUBOZU
PROFLP,2024-12-18,122.0,122.0,122.0,122.0,"DOJI,DOJISTAR,SHORTLINE"
PRSF,2024-12-29,9.73,10.19,9.73,10.19,"DOJI,SHORTLINE"
PRVU,2024-12-29,248.8,250.0,239.1,241.1,SHORTLINE
PRVUPO,2024-12-03,121.6,121.6,120.0,120.0,SHORTLINE
PSF,2024-12-29,9.81,10.03,9.81,10.03,"DOJI,SHORTLINE"
RADHI,2024-12-29,350.0,360.0,345.0,348.0,SPINNINGTOP
RAWA,2024-12-29,790.0,805.7,766.5,783.9,
RBBD83,2024-12-29,1049.0,1050.0,1042.1,1042.1,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
RBCL,2024-12-29,15880.1,15985.0,15611.0,15681.0,
RBCLPO,2024-12-29,12151.0,12292.0,12051.0,12063.0,
RFPL,2024-12-29,980.0,1020.0,945.0,1020.0,CLOSINGMARUBOZU
RHGCL,2024-12-29,557.0,557.0,520.0,521.1,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
RHPL,2024-12-29,424.0,428.1,419.7,420.0,"DOJI,DOJISTAR,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
RIDI,2024-12-29,220.0,224.5,219.0,219.8,"DOJI,HAMMER,HIGHWAVE,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP,TAKURI"
RLFL,2024-12-29,577.0,580.0,558.0,561.8,SHORTLINE
RLFLPO,2024-04-15,204.0,204.0,204.0,204.0,"DOJI,SHORTLINE"
RMF1,2024-12-29,9.1,9.26,9.1,9.26,"DOJI,SHORTLINE"
RMF2,2024-12-29,9.09,9.43,9.09,9.43,"DOJI,GAPSIDESIDEWHITE,SHORTLINE"
RNLI,2024-12-29,494.0,500.0,493.8,495.8,"DOJI,LONGLEGGEDDOJI,SHOOTINGSTAR,SHORTLINE"
RSDC,2024-12-29,674.0,685.0,662.5,675.0,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
RURU,2024-12-29,670.0,694.0,660.0,671.0,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,SPINNINGTOP,TRISTAR"
SABSL,2024-07-11,1093.0,1093.0,1034.0,1045.0,BELTHOLD
SADBL,2024-12-29,403.9,407.0,400.1,402.0,SHORTLINE
SADBLP,2024-10-27,164.0,164.0,164.0,164.0,"DOJI,SHORTLINE"
SAEF,2024-12-22,11.07,11.31,11.07,11.25,"DOJI,SHORTLINE"
SAGF,2024-12-29,9.6,10.0,9.6,9.9,"DOJI,SHORTLINE"
SAHAS,2024-12-29,479.0,480.0,471.0,472.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SALICO,2024-12-29,691.0,704.0,691.0,698.0,BELTHOLD
SAMAJ,2024-12-29,3599.0,3650.0,3509.9,3509.9,CLOSINGMARUBOZU
SAND2085,2024-12-09,1119.0,1150.0,1119.0,1150.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SANIMA,2024-12-29,309.0,309.0,302.0,302.1,SHORTLINE
SAPDBL,2024-12-29,950.0,983.9,872.1,872.1,CLOSINGMARUBOZU
SARBTM,2024-12-29,727.8,733.0,715.1,717.0,
SBCF,2024-12-29,9.05,9.13,9.05,9.13,"DOJI,SHORTLINE"
SBI,2024-12-29,442.0,442.0,428.0,430.0,SHORTLINE
SBIBD86,2024-12-26,1102.0,1114.4,1102.0,1114.4,SHORTLINE
SBID83,2024-12-29,1130.0,1130.0,1130.0,1130.0,"DOJI,SHORTLINE"
SBL,2024-12-29,310.0,311.5,303.0,306.0,SHORTLINE
SBLD2082,2024-12-29,1160.0,1160.0,1160.0,1160.0,"DOJI,SHORTLINE"
SBLD83,2024-12-29,1144.0,1144.4,1144.0,1144.4,"DOJI,SHORTLINE"
SBLD84,2024-12-29,1041.0,1059.0,1040.2,1059.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SBLPO,2024-07-21,137.7,137.7,137.7,137.7,"DOJI,SHORTLINE"
SCB,2024-12-29,675.0,675.0,670.0,672.0,
SCBD,2024-12-29,1110.0,1110.0,1110.0,1110.0,"DOJI,SHORTLINE"
SDBD87,2024-12-26,1088.0,1088.0,1088.0,1088.0,"DOJI,SHORTLINE"
SDLBSL,2024-07-11,1118.0,1125.0,1060.0,1067.0,ENGULFING
SEF,2024-12-29,9.56,9.75,9.56,9.58,"DOJI,DOJISTAR,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
SENFLOAT,2024-12-29,150.46,151.24,149.1,149.46,SHORTLINE
SENSITIVE,2024-12-29,451.73,453.99,447.93,448.99,
SFCL,2024-12-29,640.0,640.0,601.0,608.0,BELTHOLD
SFEF,2024-12-29,9.1,9.17,9.1,9.17,"DOJI,DOJISTAR,SHORTLINE"
SFMF,2024-12-29,10.09,10.09,10.09,10.09,"DOJI,GAPSIDESIDEWHITE,SHORTLINE"
SGHC,2024-12-29,477.0,477.0,448.0,461.0,BELTHOLD
SGIC,2024-12-29,658.0,678.0,658.0,663.0,SHOOTINGSTAR
SHEL,2024-12-29,240.0,242.0,235.3,237.0,SHORTLINE
SHINE,2024-12-29,440.0,440.0,424.1,426.0,"BELTHOLD,LONGLINE"
SHINEP,2024-11-06,262.0,262.0,262.0,262.0,"DOJI,DOJISTAR,SHORTLINE"
SHIVM,2024-12-29,570.0,570.0,554.0,555.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SHL,2024-12-29,465.1,471.2,462.0,464.0,"DOJI,DOJISTAR,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
SHLB,2024-12-29,2660.0,2893.0,2660.0,2785.0,"ABANDONEDBABY,BELTHOLD,MORNINGDOJISTAR,MORNINGSTAR"
SHPC,2024-12-29,482.0,482.0,458.5,462.0,"BELTHOLD,LONGLINE"
SICL,2024-12-29,786.0,801.0,786.0,799.0,SHORTLINE
SIFC,2024-12-29,570.0,582.0,561.0,571.9,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
SIFCPO,2024-05-09,228.0,228.0,228.0,228.0,"DOJI,SHORTLINE"
SIGS2,2024-12-29,9.37,9.55,9.37,9.42,"DOJI,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
SIGS3,2024-12-29,9.55,9.82,9.55,9.82,"DOJI,GAPSIDESIDEWHITE,SHORTLINE,TRISTAR"
SIKLES,2024-12-29,852.0,861.0,816.0,816.0,CLOSINGMARUBOZU
SINDU,2024-12-29,862.0,862.0,761.4,761.4,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SINDUP,2024-03-13,188.0,188.0,188.0,188.0,"DOJI,DOJISTAR,SHORTLINE"
SJCL,2024-12-29,350.0,351.0,342.0,343.0,SHORTLINE
SJLIC,2024-12-29,450.0,456.0,446.1,447.9,"DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHOOTINGSTAR"
SKBBL,2024-12-29,929.0,938.9,927.0,936.0,
SKBBLP,2024-09-05,100.0,100.0,100.0,100.0,"DOJI,SHORTLINE"
SLBBL,2024-12-29,875.4,925.1,875.4,910.0,BELTHOLD
SLBBLP,2024-02-22,410.0,410.0,410.0,410.0,"DOJI,SHORTLINE"
SLBSL,2024-12-29,1901.0,2074.8,1832.1,1987.0,
SLCF,2024-12-29,9.51,9.63,9.35,9.63,"DOJI,HAMMER,LONGLEGGEDDOJI,SHORTLINE"
SLK,2024-12-12,11.75,11.75,11.75,11.75,"DOJI,GAPSIDESIDEWHITE,SHORTLINE"
SMATA,2024-12-29,805.0,863.0,805.0,839.0,BELTHOLD
SMATAP,2024-11-20,495.0,495.0,495.0,495.0,"DOJI,SHORTLINE"
SMB,2024-12-29,3906.2,3906.2,3587.4,3587.4,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SMBPO,2024-12-01,652.0,652.0,652.0,750.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
SMFBS,2024-12-29,1916.0,2065.0,1901.0,2000.0,
SMH,2024-12-29,985.2,1034.0,985.2,1016.0,
SMHL,2024-12-29,1180.0,1223.0,1180.0,1200.1,SHOOTINGSTAR
SMJC,2024-12-29,531.0,531.0,512.0,512.0,SHORTLINE
SMPDA,2024-12-29,928.0,964.9,911.1,940.0,SPINNINGTOP
SNLI,2024-12-29,615.2,630.0,615.2,622.0,"DOJI,GRAVESTONEDOJI,INVERTEDHAMMER,LONGLEGGEDDOJI"
SONA,2024-12-29,465.0,465.0,450.1,454.0,SHORTLINE
SPC,2024-12-29,515.0,520.0,500.0,508.8,"DOJI,DRAGONFLYDOJI,HANGINGMAN,LONGLEGGEDDOJI"
SPDL,2024-12-29,335.0,335.0,320.3,322.9,SHORTLINE
SPHL,2024-12-29,809.1,810.0,760.1,810.0,"DOJI,DRAGONFLYDOJI,HANGINGMAN,LONGLEGGEDDOJI,TAKURI"
SPIL,2024-12-29,794.0,800.0,786.1,800.0,SHORTLINE
SPL,2024-12-29,1060.8,1060.8,985.0,1010.0,"BELTHOLD,HIKKAKE"
SRBLD83,2024-12-26,1150.0,1152.6,1150.0,1152.6,"DOJI,SHORTLINE"
SRLI,2024-12-29,420.1,424.0,420.0,421.3,"DOJI,HIKKAKE,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
SSHL,2024-12-29,231.5,232.9,225.0,225.0,SHORTLINE
SSIS,2024-11-27,11.03,11.03,11.03,11.03,"DOJI,SHORTLINE"
STC,2024-12-29,5713.0,5713.0,5610.1,5617.0,BELTHOLD
SWBBL,2024-12-29,890.0,892.0,873.0,889.8,"DOJI,DOJISTAR,DRAGONFLYDOJI,HAMMER,HIGHWAVE,LONGLEGGEDDOJI,SPINNINGTOP,TAKURI"
SWBBLP,2024-08-06,782.0,782.0,782.0,782.0,"DOJI,SHORTLINE"
SWMF,2024-12-29,790.3,799.0,770.0,779.0,ENGULFING
TAMOR,2024-12-29,498.0,510.0,490.0,495.2,SPINNINGTOP
TPC,2024-12-29,544.0,549.0,528.0,532.0,
TRADING,2024-12-29,4718.86,4790.21,4606.57,4669.82,
TRH,2024-12-29,1079.9,1080.0,1064.0,1080.0,"DOJI,DOJISTAR,DRAGONFLYDOJI,HAMMER,LONGLEGGEDDOJI,TAKURI"
TSHL,2024-12-29,879.0,879.0,838.0,849.0,"BELTHOLD,LONGLINE"
TVCL,2024-12-29,563.0,564.0,546.0,554.0,SHORTLINE
UAIL,2024-12-29,628.0,633.0,623.3,632.5,"DOJI,DRAGONFLYDOJI,HANGINGMAN,LONGLEGGEDDOJI,SHORTLINE"
UHEWA,2024-12-29,680.0,713.0,678.0,699.9,BELTHOLD
ULBSL,2024-12-29,3965.0,4100.0,3730.0,4013.3,
ULHC,2024-12-29,511.3,511.3,476.1,480.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
UMHL,2024-12-29,323.5,330.0,318.0,319.9,"DOJI,DOJISTAR,INVERTEDHAMMER,LONGLEGGEDDOJI,SHORTLINE"
UMRH,2024-12-29,629.0,631.0,607.0,610.0,SHORTLINE
UNHPL,2024-12-29,284.0,284.0,275.0,278.9,"DOJI,SHORTLINE"
UNL,2024-12-29,46000.0,46000.0,45750.0,45750.0,"BELTHOLD,CLOSINGMARUBOZU,LONGLINE,MARUBOZU"
UNLB,2024-12-29,2400.2,2652.0,2400.2,2530.0,BELTHOLD
UPCL,2024-12-29,272.0,274.7,266.0,267.0,"DOJI,SHORTLINE"
UPPER,2024-12-29,204.0,208.8,203.0,204.0,"DOJI,HAMMER,HIGHWAVE,INVERTEDHAMMER,LONGLEGGEDDOJI,RICKSHAWMAN,SHORTLINE,SPINNINGTOP,TAKURI"
USHEC,2024-12-29,598.7,615.0,585.1,594.0,"DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,RICKSHAWMAN,SHOOTINGSTAR,SHORTLINE,SPINNINGTOP,TRISTAR"
USHL,2024-12-29,750.5,790.0,750.5,785.0,SHORTLINE
USLB,2024-12-29,1550.0,1645.0,1519.1,1589.0,
VLBS,2024-12-29,859.8,872.0,842.8,858.0,"DOJI,HIGHWAVE,LONGLEGGEDDOJI,RICKSHAWMAN,SPINNINGTOP"
VLBSPO,2024-12-22,495.0,495.0,495.0,495.0,"DOJI,SHORTLINE"
VLUCL,2024-12-29,650.0,669.9,645.0,657.0,"DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHOOTINGSTAR,SHORTLINE,TRISTAR"
WNLB,2024-12-29,2648.8,2695.0,2500.0,2618.8,SPINNINGTOP
